,Season,HSTeamID,LSTeamID,HSFGM,HSFGA,HSFGM3,HSFGA3,HSFTM,HSFTA,HSOR,HSDR,HSAst,HSTO,HSStl,HSBlk,HSPF,HS_Score,LSFGM,LSFGA,LSFGM3,LSFGA3,LSFTM,LSFTA,LSOR,LSDR,LSAst,LSStl,LSBlk,LSPF,LSTO,LS_Score,LS_power_seed,HS_power_seed,first_round,second_round,sweet_16,elite_8,final_four,championship,HS_avg_score,HS_avg_against,LS_avg_score,LS_avg_against,HS_wins,HS_loss,LS_wins,LS_loss,HS_op_FGM,HS_op_FGA,HS_op_FMG3,HS_op_FGA3,HS_op_OR,HS_op_DR,HS_op_To,LS_op_FGM,LS_op_FGA,LS_op_FMG3,LS_op_FGA3,LS_op_OR,LS_op_DR,LS_op_To,HS_power_conf,HS_mid_conf,HS_low_conf,LS_power_conf,LS_mid_conf,LS_low_conf,HS_conf_champ,LS_conf_champ,HS_page_rank,LS_page_rank,HS_historical_tournament_win%,LS_historical_tournament_win%,target,train,validate
0,2003,1386,1120,24.24137931034483,54.41379310344828,8.03448275862069,21.862068965517242,14.10344827586207,20.655172413793103,11.172413793103448,24.137931034482758,14.0,12,7.206896551724138,5.551724137931035,18.75862068965517,63,25.7,54.7,5.633333333333334,16.333333333333332,13.066666666666666,11.933333333333334,14,22.566666666666666,13.4,8.033333333333333,4.966666666666667,16.366666666666667,15,65,38,26,1,0,0,0,0,0,70.62068965517241,59.275862068965516,70.1,65.56666666666666,23.0,6.0,19.0,11.0,20.137931034482758,54.55172413793103,5.482758620689655,16.620689655172413,13.482758620689655,21.93103448275862,15.241379310344827,23.8,56.63333333333333,6.9,20.7,12.233333333333333,20.6,15.8,0,0,1,1,0,0,0,0,0.005012158409534498,0.004792421973105759,0.5714285714285714,0.625,0,1,0
1,2003,1280,1139,26.333333333333332,55.8,5.566666666666666,16.2,11.933333333333334,17.633333333333333,12.666666666666666,24.6,14.5,10,8.733333333333333,3.7333333333333334,15.9,46,24.06896551724138,50.6551724137931,8.482758620689655,21.862068965517242,11.96551724137931,7.827586206896552,7,20.379310344827587,12.96551724137931,6.344827586206897,1.8620689655172413,16.06896551724138,8,47,46,18,1,0,0,0,0,0,70.16666666666667,60.166666666666664,68.58620689655173,60.93103448275862,21.0,9.0,24.0,5.0,21.733333333333334,54.166666666666664,6.233333333333333,18.966666666666665,10.9,20.133333333333333,16.1,23.03448275862069,51.62068965517241,4.896551724137931,14.172413793103448,10.448275862068966,20.20689655172414,12.0,1,0,0,0,0,1,0,0,0.00794147109409934,0.004612055642093883,0.6363636363636364,0.2,0,1,0
2,2003,1196,1358,26.93548387096774,56.516129032258064,8.67741935483871,22.129032258064516,13.35483870967742,18.93548387096774,10.806451612903226,24.258064516129032,16.419354838709676,10,7.774193548387097,4.096774193548387,16.903225806451612,85,24.296296296296298,53.370370370370374,6.481481481481482,18.074074074074073,16.703703703703702,10.777777777777779,12,25.962962962962962,15.592592592592593,7.814814814814815,5.592592592592593,19.59259259259259,16,55,59,7,1,0,0,0,0,0,75.90322580645162,64.6774193548387,71.77777777777777,65.25925925925925,24.0,7.0,21.0,6.0,24.225806451612904,57.25806451612903,5.806451612903226,17.741935483870968,11.96774193548387,21.741935483870968,15.064516129032258,22.48148148148148,57.96296296296296,5.444444444444445,17.333333333333332,13.333333333333334,22.037037037037038,14.88888888888889,1,0,0,0,1,0,0,1,0.008453645360191026,0.002307823999155125,0.625,0.0,1,1,0
3,2003,1231,1104,23.4375,54.9375,7.53125,21.625,16.125,22.625,11.21875,25.625,13.8125,8,4.4375,5.34375,18.0625,67,24.035714285714285,57.17857142857143,6.357142857142857,19.857142857142858,14.857142857142858,13.571428571428571,9,23.928571428571427,12.107142857142858,6.607142857142857,3.7857142857142856,18.035714285714285,8,62,40,28,1,0,0,0,0,0,70.53125,67.0,69.28571428571429,65.0,20.0,12.0,17.0,11.0,24.28125,58.84375,4.71875,16.375,12.125,24.15625,10.5,23.25,55.5,6.357142857142857,19.142857142857142,10.892857142857142,22.642857142857142,13.857142857142858,1,0,0,1,0,0,0,0,0.007446545329197972,0.007336531228289147,0.6190476190476191,0.5833333333333334,1,1,0
4,2003,1246,1237,28.46875,58.40625,5.90625,16.59375,14.6875,20.78125,12.875,24.15625,16.1875,13,7.8125,5.09375,17.375,95,24.4375,53.9375,6.5,18.59375,15.875,11.6875,15,20.90625,13.375,8.1875,1.8125,19.34375,19,64,64,1,1,0,0,0,0,0,77.53125,64.09375,71.25,70.40625,29.0,3.0,19.0,13.0,23.0,55.78125,5.78125,17.625,11.1875,19.96875,16.46875,25.59375,53.6875,6.625,18.46875,10.5625,21.59375,16.84375,1,0,0,0,0,0,1,1,0.013314575710054285,0.0020015300816134795,0.7678571428571429,0.0,1,1,0
5,2003,1257,1122,27.966666666666665,60.833333333333336,8.433333333333334,23.4,17.466666666666665,25.1,13.2,25.1,16.6,12,7.2,4.733333333333333,22.666666666666668,86,23.555555555555557,52.074074074074076,6.0,17.185185185185187,16.59259259259259,10.62962962962963,8,24.22222222222222,13.407407407407407,7.037037037037037,4.666666666666667,18.666666666666668,18,64,50,14,1,0,0,0,0,0,81.83333333333333,68.46666666666667,69.70370370370371,67.70370370370371,24.0,6.0,20.0,7.0,22.533333333333335,55.96666666666667,5.1,16.733333333333334,12.866666666666667,23.6,17.4,24.296296296296298,56.77777777777778,6.296296296296297,17.555555555555557,11.666666666666666,22.51851851851852,14.0,0,1,0,0,0,1,1,1,0.013011639292973306,0.003953436497453508,0.65625,0.3333333333333333,1,1,0
6,2003,1268,1423,29.428571428571427,63.357142857142854,6.75,16.964285714285715,15.178571428571429,21.571428571428573,13.75,26.75,18.892857142857142,13,10.892857142857142,6.607142857142857,19.0,75,26.033333333333335,56.4,6.766666666666667,18.4,12.533333333333333,9.966666666666667,10,23.133333333333333,14.666666666666666,9.2,1.9,18.433333333333334,8,73,43,23,1,0,0,0,0,0,80.78571428571429,66.85714285714286,71.36666666666666,59.6,19.0,9.0,24.0,6.0,22.928571428571427,60.57142857142857,6.5,20.785714285714285,14.321428571428571,23.607142857142858,18.321428571428573,20.933333333333334,52.233333333333334,5.666666666666667,18.6,11.5,23.533333333333335,16.933333333333334,1,0,0,0,0,1,0,1,0.008065844030066877,0.0034854937495568685,0.6764705882352942,0.3333333333333333,1,1,0
7,2003,1277,1160,23.032258064516128,51.096774193548384,4.903225806451613,13.387096774193548,16.258064516129032,22.129032258064516,10.67741935483871,24.258064516129032,13.612903225806452,11,6.387096774193548,3.7096774193548385,20.032258064516128,79,27.193548387096776,61.32258064516129,4.967741935483871,15.258064516129032,16.161290322580644,14.483870967741936,12,27.967741935483872,13.387096774193548,6.129032258064516,6.645161290322581,17.70967741935484,13,64,39,27,1,0,0,0,0,0,67.2258064516129,60.96774193548387,75.51612903225806,70.06451612903226,19.0,12.0,20.0,11.0,20.161290322580644,50.32258064516129,5.774193548387097,17.06451612903226,9.32258064516129,20.225806451612904,14.290322580645162,25.387096774193548,63.354838709677416,6.741935483870968,19.774193548387096,13.516129032258064,23.193548387096776,12.548387096774194,1,0,0,1,0,0,0,0,0.010712186468771243,0.007000677796898226,0.6764705882352942,0.5,1,1,0
8,2003,1329,1335,24.655172413793103,55.41379310344828,4.862068965517241,12.96551724137931,14.551724137931034,22.344827586206897,12.379310344827585,24.06896551724138,12.241379310344827,11,8.793103448275861,5.586206896551724,20.137931034482758,77,24.0,51.51851851851852,9.0,21.85185185185185,13.185185185185185,9.333333333333334,2,24.185185185185187,14.851851851851851,7.185185185185185,2.1481481481481484,17.77777777777778,18,63,42,22,1,0,0,0,0,0,68.72413793103448,62.206896551724135,70.18518518518519,59.407407407407405,20.0,9.0,22.0,5.0,21.75862068965517,55.827586206896555,5.103448275862069,15.413793103448276,14.10344827586207,22.413793103448278,16.75862068965517,20.703703703703702,51.48148148148148,6.333333333333333,18.51851851851852,9.37037037037037,21.444444444444443,14.407407407407407,1,0,0,0,1,0,0,0,0.00765830860006399,0.0028392219439889142,0.6,0.1111111111111111,1,1,0
9,2003,1338,1447,26.866666666666667,53.5,6.366666666666666,17.766666666666666,14.5,22.8,11.3,25.366666666666667,17.766666666666666,9,8.066666666666666,4.1,17.966666666666665,87,27.225806451612904,57.67741935483871,7.032258064516129,18.322580645161292,14.064516129032258,12.0,9,22.35483870967742,16.096774193548388,7.516129032258065,2.806451612903226,17.580645161290324,19,61,60,8,1,0,0,0,0,0,74.6,58.833333333333336,75.54838709677419,71.45161290322581,26.0,4.0,21.0,10.0,20.466666666666665,53.36666666666667,5.233333333333333,17.433333333333334,10.3,19.733333333333334,16.166666666666668,26.387096774193548,57.25806451612903,6.129032258064516,16.322580645161292,10.935483870967742,21.35483870967742,15.451612903225806,0,0,0,0,0,1,1,1,0.008705910970501659,0.0022522495365884664,0.4166666666666667,0.0,1,1,0
